id,category,question,option_a,option_b,option_c,option_d,correct_option,correct_answer
3217,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות מתארת נכון את בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,EEG,ECG,CT,CBC,ג,CT
3218,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות מתארת נכון את מחלה זיהומית שנגרמת מנגיף השפעת?,סוכרת,שפעת,צליאק,יתר לחץ דם,ב,שפעת
3219,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות מתארת נכון את החיסון נועד בעיקר ליצור?,תגובה חיסונית,הגדלת נפח ריאה,שבר בעצם,ירידה מיידית בחום,א,תגובה חיסונית
3220,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו אפשרות מתארת נכון את רופא המתמחה בילדים נקרא?,רופא ילדים,אורתופד,נוירולוג,קרדיולוג,א,רופא ילדים
3221,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי האיבר שמזרים דם בגוף האדם?,לב,ריאה,כליה,כבד,א,לב
3222,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין D,ויטמין C,ויטמין B12,ויטמין K,א,ויטמין D
3223,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת השלד,מערכת החיסון,מערכת הרבייה,מערכת העיכול,ב,מערכת החיסון
3224,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי החלבון שנושא חמצן בדם?,קרטין,אינסולין,המוגלובין,קולגן,ג,המוגלובין
3225,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי הורמון שמסייע בוויסות רמת הסוכר בדם?,מלטונין,אינסולין,תירוקסין,אדרנלין,ב,אינסולין
3226,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי האיבר המרכזי בסינון הדם ויצירת שתן?,קיבה,לבלב,טחול,כליה,ד,כליה
3227,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,EEG,CBC,ECG,CT,ד,CT
3228,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי מחלה זיהומית שנגרמת מנגיף השפעת?,שפעת,סוכרת,צליאק,יתר לחץ דם,א,שפעת
3229,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי החיסון נועד בעיקר ליצור?,ירידה מיידית בחום,תגובה חיסונית,הגדלת נפח ריאה,שבר בעצם,ב,תגובה חיסונית
3230,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: במבחן ידע כללי: מה נכון לגבי רופא המתמחה בילדים נקרא?,נוירולוג,רופא ילדים,אורתופד,קרדיולוג,ב,רופא ילדים
3231,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: האיבר שמזרים דם בגוף האדם.,כבד,לב,ריאה,כליה,ב,לב
3232,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: הוויטמין שנוצר בעור בחשיפה לשמש.,ויטמין B12,ויטמין D,ויטמין C,ויטמין K,ב,ויטמין D
3233,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: המערכת שאחראית בעיקר להגנה מפני זיהומים.,מערכת השלד,מערכת הרבייה,מערכת העיכול,מערכת החיסון,ד,מערכת החיסון
3234,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: החלבון שנושא חמצן בדם.,אינסולין,קרטין,קולגן,המוגלובין,ד,המוגלובין
3235,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: הורמון שמסייע בוויסות רמת הסוכר בדם.,מלטונין,אדרנלין,אינסולין,תירוקסין,ג,אינסולין
3236,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: האיבר המרכזי בסינון הדם ויצירת שתן.,לבלב,טחול,כליה,קיבה,ג,כליה
3237,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות.,EEG,ECG,CT,CBC,ג,CT
3238,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: מחלה זיהומית שנגרמת מנגיף השפעת.,צליאק,שפעת,יתר לחץ דם,סוכרת,ב,שפעת
3239,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: החיסון נועד בעיקר ליצור.,תגובה חיסונית,שבר בעצם,הגדלת נפח ריאה,ירידה מיידית בחום,א,תגובה חיסונית
3240,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: בחרו את התשובה המדויקת ביותר: רופא המתמחה בילדים נקרא.,אורתופד,רופא ילדים,קרדיולוג,נוירולוג,ב,רופא ילדים
3241,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא האיבר שמזרים דם בגוף האדם?,כבד,ריאה,לב,כליה,ג,לב
3242,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין C,ויטמין D,ויטמין B12,ויטמין K,ב,ויטמין D
3243,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת השלד,מערכת הרבייה,מערכת העיכול,מערכת החיסון,ד,מערכת החיסון
3244,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא החלבון שנושא חמצן בדם?,קרטין,אינסולין,קולגן,המוגלובין,ד,המוגלובין
3245,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא הורמון שמסייע בוויסות רמת הסוכר בדם?,תירוקסין,מלטונין,אדרנלין,אינסולין,ד,אינסולין
3246,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא האיבר המרכזי בסינון הדם ויצירת שתן?,קיבה,לבלב,כליה,טחול,ג,כליה
3247,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,CT,ECG,CBC,EEG,א,CT
3248,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא מחלה זיהומית שנגרמת מנגיף השפעת?,יתר לחץ דם,שפעת,צליאק,סוכרת,ב,שפעת
3249,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא החיסון נועד בעיקר ליצור?,הגדלת נפח ריאה,שבר בעצם,תגובה חיסונית,ירידה מיידית בחום,ג,תגובה חיסונית
3250,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה מבין האפשרויות הוא/היא רופא המתמחה בילדים נקרא?,רופא ילדים,נוירולוג,קרדיולוג,אורתופד,א,רופא ילדים
3251,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על האיבר שמזרים דם בגוף האדם?,ריאה,לב,כליה,כבד,ב,לב
3252,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין B12,ויטמין D,ויטמין K,ויטמין C,ב,ויטמין D
3253,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת החיסון,מערכת העיכול,מערכת השלד,מערכת הרבייה,א,מערכת החיסון
3254,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על החלבון שנושא חמצן בדם?,המוגלובין,אינסולין,קרטין,קולגן,א,המוגלובין
3255,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על הורמון שמסייע בוויסות רמת הסוכר בדם?,מלטונין,אינסולין,תירוקסין,אדרנלין,ב,אינסולין
3256,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על האיבר המרכזי בסינון הדם ויצירת שתן?,קיבה,לבלב,טחול,כליה,ד,כליה
3257,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,CBC,ECG,EEG,CT,ד,CT
3258,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על מחלה זיהומית שנגרמת מנגיף השפעת?,צליאק,סוכרת,שפעת,יתר לחץ דם,ג,שפעת
3259,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על החיסון נועד בעיקר ליצור?,תגובה חיסונית,שבר בעצם,ירידה מיידית בחום,הגדלת נפח ריאה,א,תגובה חיסונית
3260,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה תיחשב נכונה עבור השאלה על רופא המתמחה בילדים נקרא?,קרדיולוג,אורתופד,רופא ילדים,נוירולוג,ג,רופא ילדים
3261,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על האיבר שמזרים דם בגוף האדם, מהי הקביעה הנכונה?",כליה,לב,כבד,ריאה,ב,לב
3262,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על הוויטמין שנוצר בעור בחשיפה לשמש, מהי הקביעה הנכונה?",ויטמין B12,ויטמין C,ויטמין K,ויטמין D,ד,ויטמין D
3263,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על המערכת שאחראית בעיקר להגנה מפני זיהומים, מהי הקביעה הנכונה?",מערכת החיסון,מערכת העיכול,מערכת השלד,מערכת הרבייה,א,מערכת החיסון
3264,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על החלבון שנושא חמצן בדם, מהי הקביעה הנכונה?",קרטין,קולגן,אינסולין,המוגלובין,ד,המוגלובין
3265,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על הורמון שמסייע בוויסות רמת הסוכר בדם, מהי הקביעה הנכונה?",תירוקסין,אדרנלין,מלטונין,אינסולין,ד,אינסולין
3266,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על האיבר המרכזי בסינון הדם ויצירת שתן, מהי הקביעה הנכונה?",כליה,לבלב,קיבה,טחול,א,כליה
3267,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות, מהי הקביעה הנכונה?",CBC,EEG,CT,ECG,ג,CT
3268,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על מחלה זיהומית שנגרמת מנגיף השפעת, מהי הקביעה הנכונה?",סוכרת,שפעת,יתר לחץ דם,צליאק,ב,שפעת
3269,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על החיסון נועד בעיקר ליצור, מהי הקביעה הנכונה?",תגובה חיסונית,הגדלת נפח ריאה,שבר בעצם,ירידה מיידית בחום,א,תגובה חיסונית
3270,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: כשמדברים על רופא המתמחה בילדים נקרא, מהי הקביעה הנכונה?",רופא ילדים,אורתופד,קרדיולוג,נוירולוג,א,רופא ילדים
3271,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-האיבר שמזרים דם בגוף האדם?,ריאה,כליה,כבד,לב,ד,לב
3272,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין D,ויטמין B12,ויטמין C,ויטמין K,א,ויטמין D
3273,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת השלד,מערכת הרבייה,מערכת העיכול,מערכת החיסון,ד,מערכת החיסון
3274,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-החלבון שנושא חמצן בדם?,קרטין,המוגלובין,אינסולין,קולגן,ב,המוגלובין
3275,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-הורמון שמסייע בוויסות רמת הסוכר בדם?,אדרנלין,אינסולין,מלטונין,תירוקסין,ב,אינסולין
3276,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-האיבר המרכזי בסינון הדם ויצירת שתן?,טחול,כליה,קיבה,לבלב,ב,כליה
3277,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,CBC,CT,EEG,ECG,ב,CT
3278,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-מחלה זיהומית שנגרמת מנגיף השפעת?,צליאק,שפעת,יתר לחץ דם,סוכרת,ב,שפעת
3279,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-החיסון נועד בעיקר ליצור?,תגובה חיסונית,הגדלת נפח ריאה,ירידה מיידית בחום,שבר בעצם,א,תגובה חיסונית
3280,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהי האפשרות המתאימה ביותר ל-רופא המתמחה בילדים נקרא?,אורתופד,קרדיולוג,רופא ילדים,נוירולוג,ג,רופא ילדים
3281,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי האיבר שמזרים דם בגוף האדם?",ריאה,כבד,לב,כליה,ג,לב
3282,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי הוויטמין שנוצר בעור בחשיפה לשמש?",ויטמין D,ויטמין B12,ויטמין C,ויטמין K,א,ויטמין D
3283,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי המערכת שאחראית בעיקר להגנה מפני זיהומים?",מערכת הרבייה,מערכת השלד,מערכת העיכול,מערכת החיסון,ד,מערכת החיסון
3284,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי החלבון שנושא חמצן בדם?",המוגלובין,קרטין,אינסולין,קולגן,א,המוגלובין
3285,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי הורמון שמסייע בוויסות רמת הסוכר בדם?",תירוקסין,מלטונין,אינסולין,אדרנלין,ג,אינסולין
3286,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי האיבר המרכזי בסינון הדם ויצירת שתן?",קיבה,לבלב,טחול,כליה,ד,כליה
3287,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?",CT,EEG,ECG,CBC,א,CT
3288,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי מחלה זיהומית שנגרמת מנגיף השפעת?",שפעת,יתר לחץ דם,סוכרת,צליאק,א,שפעת
3289,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי החיסון נועד בעיקר ליצור?",תגובה חיסונית,ירידה מיידית בחום,הגדלת נפח ריאה,שבר בעצם,א,תגובה חיסונית
3290,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: במסגרת חידון מקצועי, מה נכון לגבי רופא המתמחה בילדים נקרא?",רופא ילדים,קרדיולוג,נוירולוג,אורתופד,א,רופא ילדים
3291,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-האיבר שמזרים דם בגוף האדם?,לב,כליה,כבד,ריאה,א,לב
3292,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין B12,ויטמין C,ויטמין K,ויטמין D,ד,ויטמין D
3293,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת החיסון,מערכת הרבייה,מערכת העיכול,מערכת השלד,א,מערכת החיסון
3294,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-החלבון שנושא חמצן בדם?,קולגן,קרטין,אינסולין,המוגלובין,ד,המוגלובין
3295,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-הורמון שמסייע בוויסות רמת הסוכר בדם?,אדרנלין,תירוקסין,אינסולין,מלטונין,ג,אינסולין
3296,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-האיבר המרכזי בסינון הדם ויצירת שתן?,לבלב,טחול,קיבה,כליה,ד,כליה
3297,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,CBC,EEG,ECG,CT,ד,CT
3298,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-מחלה זיהומית שנגרמת מנגיף השפעת?,יתר לחץ דם,צליאק,סוכרת,שפעת,ד,שפעת
3299,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-החיסון נועד בעיקר ליצור?,תגובה חיסונית,שבר בעצם,הגדלת נפח ריאה,ירידה מיידית בחום,א,תגובה חיסונית
3300,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מה צריך להשיב לשאלה העוסקת ב-רופא המתמחה בילדים נקרא?,קרדיולוג,רופא ילדים,אורתופד,נוירולוג,ב,רופא ילדים
3301,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-האיבר שמזרים דם בגוף האדם?,ריאה,לב,כבד,כליה,ב,לב
3302,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין D,ויטמין K,ויטמין C,ויטמין B12,א,ויטמין D
3303,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת השלד,מערכת העיכול,מערכת החיסון,מערכת הרבייה,ג,מערכת החיסון
3304,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-החלבון שנושא חמצן בדם?,המוגלובין,קולגן,אינסולין,קרטין,א,המוגלובין
3305,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-הורמון שמסייע בוויסות רמת הסוכר בדם?,אינסולין,מלטונין,תירוקסין,אדרנלין,א,אינסולין
3306,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-האיבר המרכזי בסינון הדם ויצירת שתן?,קיבה,כליה,טחול,לבלב,ב,כליה
3307,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,EEG,CBC,CT,ECG,ג,CT
3308,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-מחלה זיהומית שנגרמת מנגיף השפעת?,סוכרת,יתר לחץ דם,שפעת,צליאק,ג,שפעת
3309,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-החיסון נועד בעיקר ליצור?,תגובה חיסונית,הגדלת נפח ריאה,ירידה מיידית בחום,שבר בעצם,א,תגובה חיסונית
3310,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו מן התשובות הבאות נכונה ביחס ל-רופא המתמחה בילדים נקרא?,קרדיולוג,אורתופד,רופא ילדים,נוירולוג,ג,רופא ילדים
3311,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על האיבר שמזרים דם בגוף האדם?,כליה,כבד,ריאה,לב,ד,לב
3312,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין B12,ויטמין D,ויטמין K,ויטמין C,ב,ויטמין D
3313,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת השלד,מערכת הרבייה,מערכת החיסון,מערכת העיכול,ג,מערכת החיסון
3314,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על החלבון שנושא חמצן בדם?,המוגלובין,אינסולין,קולגן,קרטין,א,המוגלובין
3315,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על הורמון שמסייע בוויסות רמת הסוכר בדם?,אינסולין,מלטונין,אדרנלין,תירוקסין,א,אינסולין
3316,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על האיבר המרכזי בסינון הדם ויצירת שתן?,קיבה,טחול,כליה,לבלב,ג,כליה
3317,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,ECG,CT,CBC,EEG,ב,CT
3318,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על מחלה זיהומית שנגרמת מנגיף השפעת?,שפעת,צליאק,יתר לחץ דם,סוכרת,א,שפעת
3319,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על החיסון נועד בעיקר ליצור?,תגובה חיסונית,שבר בעצם,הגדלת נפח ריאה,ירידה מיידית בחום,א,תגובה חיסונית
3320,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: מהו הפרט המרכזי הנכון על רופא המתמחה בילדים נקרא?,נוירולוג,קרדיולוג,אורתופד,רופא ילדים,ד,רופא ילדים
3321,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא האיבר שמזרים דם בגוף האדם, מהי התשובה הנכונה?",כליה,לב,ריאה,כבד,ב,לב
3322,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא הוויטמין שנוצר בעור בחשיפה לשמש, מהי התשובה הנכונה?",ויטמין C,ויטמין B12,ויטמין K,ויטמין D,ד,ויטמין D
3323,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא המערכת שאחראית בעיקר להגנה מפני זיהומים, מהי התשובה הנכונה?",מערכת החיסון,מערכת השלד,מערכת העיכול,מערכת הרבייה,א,מערכת החיסון
3324,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא החלבון שנושא חמצן בדם, מהי התשובה הנכונה?",אינסולין,קרטין,המוגלובין,קולגן,ג,המוגלובין
3325,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא הורמון שמסייע בוויסות רמת הסוכר בדם, מהי התשובה הנכונה?",אדרנלין,תירוקסין,אינסולין,מלטונין,ג,אינסולין
3326,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא האיבר המרכזי בסינון הדם ויצירת שתן, מהי התשובה הנכונה?",קיבה,כליה,טחול,לבלב,ב,כליה
3327,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות, מהי התשובה הנכונה?",CT,CBC,ECG,EEG,א,CT
3328,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא מחלה זיהומית שנגרמת מנגיף השפעת, מהי התשובה הנכונה?",יתר לחץ דם,צליאק,סוכרת,שפעת,ד,שפעת
3329,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא החיסון נועד בעיקר ליצור, מהי התשובה הנכונה?",הגדלת נפח ריאה,שבר בעצם,ירידה מיידית בחום,תגובה חיסונית,ד,תגובה חיסונית
3330,רפואה,"בהקשר של ידע כללי בקטגוריית רפואה: ביחס לנושא רופא המתמחה בילדים נקרא, מהי התשובה הנכונה?",נוירולוג,קרדיולוג,רופא ילדים,אורתופד,ג,רופא ילדים
3331,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: האיבר שמזרים דם בגוף האדם?,כבד,ריאה,כליה,לב,ד,לב
3332,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: הוויטמין שנוצר בעור בחשיפה לשמש?,ויטמין C,ויטמין B12,ויטמין D,ויטמין K,ג,ויטמין D
3333,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: המערכת שאחראית בעיקר להגנה מפני זיהומים?,מערכת העיכול,מערכת הרבייה,מערכת החיסון,מערכת השלד,ג,מערכת החיסון
3334,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: החלבון שנושא חמצן בדם?,אינסולין,קרטין,קולגן,המוגלובין,ד,המוגלובין
3335,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: הורמון שמסייע בוויסות רמת הסוכר בדם?,אדרנלין,תירוקסין,אינסולין,מלטונין,ג,אינסולין
3336,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: האיבר המרכזי בסינון הדם ויצירת שתן?,טחול,קיבה,כליה,לבלב,ג,כליה
3337,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: בדיקה שמצלמת מבנים פנימיים בעזרת קרני רנטגן ממוחשבות?,EEG,ECG,CT,CBC,ג,CT
3338,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: מחלה זיהומית שנגרמת מנגיף השפעת?,שפעת,סוכרת,יתר לחץ דם,צליאק,א,שפעת
3339,רפואה,בהקשר של ידע כללי בקטגוריית רפואה: איזו תשובה משלימה נכון את הנתון: החיסון נועד בעיקר ליצור?,תגובה חיסונית,ירידה מיידית בחום,שבר בעצם,הגדלת נפח ריאה,א,תגובה חיסונית
